Respondent,DevType
20580,System administrator
20581,"Developer, back-end"
20581,"Developer, desktop or enterprise applications"
20581,"Developer, front-end"
20581,"Developer, full-stack"
20584,Designer
20584,"Developer, back-end"
20584,"Developer, game or graphics"
20598,"Developer, back-end"
20590,"Developer, back-end"
20592,Data or business analyst
20592,"Developer, back-end"
20592,"Developer, desktop or enterprise applications"
20592,"Developer, embedded applications or devices"
20592,"Developer, front-end"
20592,"Developer, full-stack"
20592,"Developer, mobile"
20592,Engineering manager
20594,"Developer, back-end"
20595,"Developer, back-end"
20596,"Developer, back-end"
20596,"Developer, desktop or enterprise applications"
20596,"Developer, front-end"
20596,"Developer, full-stack"
20596,"Developer, mobile"
20596,"Engineer, data"
20597,"Developer, front-end"
20597,"Developer, full-stack"
20597,"Developer, game or graphics"
20597,"Developer, mobile"
20601,"Developer, full-stack"
20606,"Developer, back-end"
20606,"Developer, embedded applications or devices"
20606,"Developer, full-stack"
20606,"Developer, QA or test"
20606,DevOps specialist
20606,Engineering manager
20611,"Developer, back-end"
20613,"Developer, back-end"
20613,"Developer, front-end"
20613,"Developer, full-stack"
20618,"Developer, back-end"
20618,"Developer, front-end"
20618,"Developer, full-stack"
20618,"Developer, mobile"
20619,Database administrator
20619,"Developer, back-end"
20619,"Developer, embedded applications or devices"
20619,"Developer, full-stack"
20619,Product manager
20619,Senior executive/VP
20619,System administrator
20620,"Engineer, site reliability"
20622,"Developer, front-end"
20622,"Developer, full-stack"
20622,Engineering manager
20623,"Developer, back-end"
20623,"Developer, desktop or enterprise applications"
20623,"Developer, front-end"
20623,"Developer, full-stack"
20623,System administrator
20624,"Developer, full-stack"
20625,"Developer, full-stack"
20631,"Developer, back-end"
20631,"Developer, front-end"
20631,"Developer, full-stack"
20631,DevOps specialist
20634,"Developer, back-end"
20634,"Developer, front-end"
20634,"Developer, full-stack"
20636,"Developer, full-stack"
20639,"Developer, full-stack"
20641,"Developer, back-end"
20641,"Developer, front-end"
20641,"Developer, full-stack"
20641,DevOps specialist
20641,"Engineer, data"
20641,"Engineer, site reliability"
20642,"Developer, back-end"
20642,"Developer, QA or test"
20642,"Engineer, site reliability"
20645,"Developer, QA or test"
20646,Database administrator
20646,"Developer, back-end"
20646,"Developer, front-end"
20646,"Developer, full-stack"
20646,Product manager
20646,Student
20646,System administrator
20648,"Developer, back-end"
20648,"Developer, full-stack"
20648,"Engineer, data"
20652,Data or business analyst
20652,"Developer, back-end"
20652,"Developer, front-end"
20652,"Developer, full-stack"
20652,DevOps specialist
20655,Designer
20655,Engineering manager
20657,"Developer, back-end"
20660,"Developer, full-stack"
20671,"Developer, full-stack"
20671,"Developer, mobile"
20671,Engineering manager
20678,Designer
20678,"Developer, back-end"
20678,"Developer, front-end"
20678,Student
20684,"Developer, back-end"
20679,Data scientist or machine learning specialist
20679,Database administrator
20679,"Developer, full-stack"
20679,Educator
20679,"Engineer, data"
20679,System administrator
20683,"Developer, full-stack"
20683,"Developer, mobile"
20689,Designer
20689,"Developer, embedded applications or devices"
20689,Educator
20693,"Developer, back-end"
20693,"Developer, mobile"
20694,Academic researcher
20694,Data scientist or machine learning specialist
20694,"Developer, back-end"
20694,"Developer, front-end"
20694,"Developer, full-stack"
20694,Scientist
20695,"Developer, back-end"
20695,"Developer, QA or test"
20695,System administrator
20696,Database administrator
20696,"Developer, back-end"
20700,Academic researcher
20700,Data or business analyst
20700,Data scientist or machine learning specialist
20700,"Developer, back-end"
20700,"Engineer, data"
20704,"Developer, back-end"
20704,"Developer, front-end"
20704,"Developer, game or graphics"
20704,"Developer, mobile"
20713,"Developer, full-stack"
20723,"Developer, front-end"
20718,Academic researcher
20718,"Developer, full-stack"
20720,"Developer, back-end"
20720,DevOps specialist
20720,"Engineer, site reliability"
20720,System administrator
20721,"Developer, desktop or enterprise applications"
20721,"Developer, front-end"
20724,"Developer, back-end"
20724,"Developer, desktop or enterprise applications"
20724,DevOps specialist
20725,"Developer, back-end"
20725,"Developer, desktop or enterprise applications"
20725,"Developer, front-end"
20725,"Developer, full-stack"
20726,"Developer, full-stack"
20727,"Developer, front-end"
20727,"Developer, full-stack"
20727,"Developer, mobile"
20731,"Developer, desktop or enterprise applications"
20731,"Developer, full-stack"
20736,"Developer, full-stack"
20736,Engineering manager
20738,"Developer, back-end"
20738,"Developer, QA or test"
20739,Database administrator
20739,"Developer, back-end"
20739,"Developer, front-end"
20739,"Developer, full-stack"
20739,"Developer, mobile"
20739,"Developer, QA or test"
20739,DevOps specialist
20739,"Engineer, site reliability"
20739,Engineering manager
20739,System administrator
20740,"Developer, back-end"
20740,DevOps specialist
20740,"Engineer, site reliability"
20740,Product manager
20742,"Developer, back-end"
20742,"Developer, front-end"
20742,"Developer, full-stack"
20742,DevOps specialist
20744,Academic researcher
20744,"Developer, full-stack"
20745,"Developer, back-end"
20745,"Developer, desktop or enterprise applications"
20745,"Developer, front-end"
20745,"Developer, full-stack"
20746,Academic researcher
20746,"Developer, full-stack"
20746,Educator
20746,Scientist
20749,"Developer, back-end"
20749,"Developer, front-end"
20749,"Developer, full-stack"
20751,Designer
20751,"Developer, front-end"
20753,"Developer, front-end"
20753,"Developer, full-stack"
20754,Academic researcher
20754,"Developer, back-end"
20754,"Developer, mobile"
20754,Educator
20754,Student
20757,"Developer, back-end"
20757,"Developer, desktop or enterprise applications"
20757,"Developer, embedded applications or devices"
20757,"Developer, front-end"
20757,"Developer, full-stack"
20757,"Developer, mobile"
20759,"Developer, front-end"
20759,"Developer, full-stack"
20761,"Developer, back-end"
20761,"Developer, desktop or enterprise applications"
20761,"Developer, full-stack"
20765,"Developer, front-end"
20765,"Developer, full-stack"
20766,"Developer, back-end"
20766,"Developer, desktop or enterprise applications"
20766,"Developer, full-stack"
20766,Engineering manager
20768,Database administrator
20768,"Developer, full-stack"
20768,System administrator
20770,"Developer, full-stack"
20771,"Developer, front-end"
20772,Data or business analyst
20772,Database administrator
20772,"Developer, desktop or enterprise applications"
20772,"Developer, front-end"
20772,"Developer, QA or test"
20772,Student
20773,"Developer, back-end"
20775,"Developer, full-stack"
20777,"Developer, back-end"
20778,Data or business analyst
20778,Data scientist or machine learning specialist
20778,"Developer, back-end"
20778,"Developer, full-stack"
20778,"Engineer, data"
20782,"Developer, full-stack"
20783,"Developer, full-stack"
20783,"Developer, mobile"
20783,Educator
20827,Designer
20827,"Developer, game or graphics"
20827,"Developer, mobile"
20802,"Developer, full-stack"
20802,Educator
20807,"Developer, back-end"
20820,Data or business analyst
20820,Data scientist or machine learning specialist
20820,"Developer, back-end"
20820,"Engineer, data"
20822,"Developer, full-stack"
20824,Database administrator
20824,Designer
20824,"Developer, front-end"
20824,"Developer, full-stack"
20824,"Developer, mobile"
20824,System administrator
20828,"Developer, back-end"
20828,"Developer, front-end"
20852,"Developer, full-stack"
20829,"Developer, full-stack"
20833,"Developer, back-end"
20833,"Developer, full-stack"
20837,"Developer, back-end"
20837,"Developer, full-stack"
20838,"Developer, full-stack"
20839,"Developer, back-end"
20839,"Developer, desktop or enterprise applications"
20843,"Developer, full-stack"
20844,"Developer, full-stack"
20845,Database administrator
20845,"Developer, back-end"
20845,"Developer, desktop or enterprise applications"
20845,"Developer, front-end"
20847,Data or business analyst
20847,Database administrator
20847,"Developer, embedded applications or devices"
20847,System administrator
20850,"Developer, back-end"
20850,"Developer, front-end"
20850,"Developer, full-stack"
20851,Database administrator
20851,"Developer, back-end"
20851,"Developer, front-end"
20851,"Developer, full-stack"
20851,DevOps specialist
20853,"Developer, mobile"
20859,"Developer, front-end"
20859,"Developer, full-stack"
20858,Data scientist or machine learning specialist
20858,"Developer, back-end"
20858,"Developer, full-stack"
20858,Educator
20860,"Developer, full-stack"
20862,Database administrator
20862,Designer
20862,"Developer, back-end"
20862,"Developer, desktop or enterprise applications"
20862,"Developer, embedded applications or devices"
20862,"Developer, front-end"
20862,"Developer, full-stack"
20862,"Developer, QA or test"
20862,Product manager
20862,System administrator
20864,Designer
20864,"Developer, back-end"
20864,"Developer, front-end"
20864,"Developer, full-stack"
20867,"Developer, full-stack"
20871,"Developer, full-stack"
20876,Academic researcher
20876,Data scientist or machine learning specialist
20876,Scientist
20881,"Developer, back-end"
20884,"Developer, back-end"
20884,"Developer, front-end"
20884,"Developer, full-stack"
20884,"Developer, QA or test"
20884,DevOps specialist
20886,Database administrator
20886,Designer
20886,"Developer, back-end"
20886,"Developer, desktop or enterprise applications"
20886,"Developer, embedded applications or devices"
20886,"Developer, front-end"
20886,"Developer, full-stack"
20887,"Developer, front-end"
20887,"Developer, full-stack"
20890,"Developer, back-end"
20893,"Developer, full-stack"
20893,"Developer, mobile"
20894,Data or business analyst
20894,Data scientist or machine learning specialist
20894,"Developer, back-end"
20894,Scientist
20895,"Developer, front-end"
20896,"Developer, back-end"
20896,"Developer, front-end"
20896,"Developer, full-stack"
20897,"Developer, full-stack"
20901,"Developer, full-stack"
20904,Data or business analyst
20904,"Developer, back-end"
20904,"Developer, full-stack"
20904,DevOps specialist
20908,"Developer, back-end"
20908,DevOps specialist
20933,"Developer, full-stack"
20919,"Developer, back-end"
20919,"Developer, full-stack"
20920,"Developer, desktop or enterprise applications"
20920,"Developer, mobile"
20920,Product manager
20921,"Developer, back-end"
20921,"Developer, desktop or enterprise applications"
20921,"Developer, front-end"
20921,"Developer, full-stack"
20921,Educator
20921,System administrator
20924,"Developer, full-stack"
20924,"Developer, mobile"
20925,"Developer, full-stack"
20926,Academic researcher
20926,Designer
20926,"Developer, front-end"
20926,"Developer, full-stack"
20926,"Developer, QA or test"
20927,"Developer, full-stack"
20928,Academic researcher
20928,Data scientist or machine learning specialist
20928,"Developer, front-end"
20928,Educator
20928,"Engineer, data"
20929,"Developer, back-end"
20929,"Developer, front-end"
20929,"Developer, full-stack"
20936,"Developer, desktop or enterprise applications"
20936,"Developer, full-stack"
20937,"Developer, full-stack"
20937,"Developer, mobile"
20939,Database administrator
20939,"Developer, full-stack"
20939,"Developer, mobile"
20939,"Developer, QA or test"
20939,DevOps specialist
20939,Senior executive/VP
20943,Academic researcher
20943,Database administrator
20943,"Developer, full-stack"
20943,Scientist
20947,"Developer, full-stack"
20956,Data scientist or machine learning specialist
20956,Database administrator
20956,"Engineer, data"
20948,Data scientist or machine learning specialist
20948,"Developer, embedded applications or devices"
20948,"Developer, QA or test"
