Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
24807,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;System administrator",9,1,C++;HTML/CSS;Java;JavaScript;Python;TypeScript,Firebase;MongoDB;MySQL;SQLite,Android;AWS;Docker;Linux,Android Studio;Atom;Vim;Visual Studio Code,Linux-based,36637,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,24,"Non-binary, genderqueer, or gender non-conforming",Other
24810,Taiwan,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",7,1,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Docker;Linux;Windows,Visual Studio;Visual Studio Code,Linux-based,24368,40,Less than once per month / Never,Slightly satisfied,Slightly satisfied,26,Woman,Woman
24817,Japan,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end;Developer, full-stack",4,24,HTML/CSS;JavaScript;Ruby,DynamoDB;MySQL;PostgreSQL;Redis,AWS;Docker;Heroku;Slack,RubyMine;Sublime Text,MacOS,73063,40,"More than half, but not all, the time",Very satisfied,Slightly satisfied,32,Man,Man
24821,Estonia,Employed full-time,No,Associate degree,Web development or web design,"Developer, front-end;Developer, full-stack",5,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MySQL,Google Cloud Platform;WordPress,Visual Studio Code,Windows,27492,40,A few days each month,Very satisfied,Very satisfied,25,Woman,Woman
24824,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, mobile",2,1,C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Arduino,Android Studio;Notepad++;PHPStorm;Sublime Text;Visual Studio,Windows,9795,46,Less than once per month / Never,Slightly satisfied,Slightly satisfied,21,Man,Man
24825,United Kingdom,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end;Developer, full-stack",17,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,MongoDB;PostgreSQL;Redis,AWS;Docker;Linux;MacOS;Slack;Windows,RubyMine;Visual Studio Code,MacOS,61498,36,"Less than half the time, but at least one day each week",Neither satisfied nor dissatisfied,Slightly dissatisfied,33,Man,Man
24833,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data scientist or machine learning specialist;Developer, full-stack;Engineer, site reliability",7,3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Couchbase;Firebase;MongoDB;Redis,Android;Arduino;Google Cloud Platform;Heroku;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack,Eclipse;Notepad++;Visual Studio Code,Windows,2000000,41,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly satisfied,23,Man,Man
24835,Brazil,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,"Developer, back-end;Developer, front-end;Developer, full-stack;Student",9,8,HTML/CSS;JavaScript;PHP;SQL;Other(s):,Microsoft SQL Server;MySQL;PostgreSQL,Windows,Visual Studio Code,Windows,342252,44,"Less than half the time, but at least one day each week",Slightly satisfied,Neither satisfied nor dissatisfied,31,Man,Man
24836,Dominican Republic,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, mobile",6,2,Python;Swift,Firebase,iOS,Android Studio;PyCharm;Xcode,MacOS,7319,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,23,Man,Man
24837,Denmark,Employed full-time,"Yes, full-time",Associate degree,"Computer science, computer engineering, or software engineering","Developer, back-end",10,8,C#,Cassandra,Docker,Visual Studio;Visual Studio Code,Windows,8287,40,A few days each month,Very satisfied,Slightly satisfied,31,Man,Man
24838,India,Employed full-time,No,"Professional degree (JD, MD, etc.)","Information systems, information technology, or system administration","Data or business analyst;Developer, back-end;Developer, full-stack;Engineer, data",4,2,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,Firebase;MariaDB;MySQL;PostgreSQL,Android;AWS;Slack;WordPress,Android Studio;IntelliJ;Notepad++;Visual Studio Code,Windows,18890,50,"Less than half the time, but at least one day each week",Very satisfied,Slightly satisfied,27,Man,Man
24840,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",7,3,C#;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):,Firebase;MongoDB;Microsoft SQL Server;MySQL,AWS;Slack;Windows,Visual Studio;Visual Studio Code,Windows,5877,45,A few days each month,Slightly satisfied,Slightly satisfied,27,Man,Man
24849,Canada,Employed part-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Student",6,4,C++;C#;Go;Python;Rust,Microsoft SQL Server;Redis;SQLite,AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,Vim;Visual Studio Code,Linux-based,39696,37.5,A few days each month,Very satisfied,Very satisfied,21,Man,Man
24859,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",16,16,C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server,Slack;Windows,IntelliJ;Notepad++;Visual Studio,Windows,250000,44,A few days each month,Very dissatisfied,Very dissatisfied,41,Man,Man
24865,Brazil,Employed full-time,"Yes, part-time","Professional degree (JD, MD, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",7,5,HTML/CSS;Java;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Docker;Linux;Windows,Visual Studio Code,Linux-based,16392,40,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,22,Man,Man
24867,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",14,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL;SQLite,Linux,PHPStorm;Sublime Text;Visual Studio Code,MacOS,75000,40,Less than once per month / Never,Very satisfied,Very satisfied,22,Man,Man
24869,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",17,13,C++;Java;Scala;TypeScript,Cassandra;MongoDB;Oracle,Docker;Kubernetes;Linux;Windows,Eclipse;Notepad++,Windows,78508,40,A few days each month,Neither satisfied nor dissatisfied,Slightly dissatisfied,36,Man,Man
24868,Netherlands,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, back-end;Developer, full-stack",14,7,Bash/Shell/PowerShell;C;C++;Go;JavaScript;PHP;TypeScript,Elasticsearch;Firebase;MariaDB;MySQL;Redis;SQLite,Android;Docker;Google Cloud Platform;Kubernetes;MacOS;Raspberry Pi;Slack,Android Studio;IntelliJ;PHPStorm;PyCharm;Visual Studio Code,MacOS,53616,40,A few days each month,Very satisfied,Neither satisfied nor dissatisfied,26,Man,Man
24870,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, QA or test",10,5,C#;JavaScript;SQL,Microsoft SQL Server;MySQL,Windows,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,77500,41,A few days each month,Slightly dissatisfied,Slightly dissatisfied,26,Man,Man
24946,Israel,Employed full-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",7,7,C#,Microsoft SQL Server,Docker;Microsoft Azure;Windows,Visual Studio,Windows,70932,30,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly satisfied,31,Man,Man
24878,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",8,3,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Firebase;MongoDB;Microsoft SQL Server;MySQL;Redis,Android;Heroku;Linux;Slack;Windows,Visual Studio Code,Windows,5040,40,A few days each month,Slightly satisfied,Slightly satisfied,29,Man,Man
24881,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",7,0,Bash/Shell/PowerShell;C++;JavaScript;TypeScript;Other(s):,Elasticsearch;MongoDB;Redis,Android;Docker;Kubernetes;Linux;Slack,Vim;Visual Studio Code,Linux-based,35329,35,A few days each month,Neither satisfied nor dissatisfied,Slightly satisfied,22,Man,Man
24885,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",9,7,Ruby;SQL,PostgreSQL,Heroku,Vim,Linux-based,130000,45,Less than once per month / Never,Very satisfied,Very satisfied,28,Man,Man
24890,United States,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;System administrator",6,4,Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL;SQLite,Android;Google Cloud Platform;Linux;Windows,Android Studio;Eclipse;IntelliJ;Notepad++;PHPStorm,Windows,144000,54,A few days each month,Very satisfied,Very satisfied,21,Man,Man
24894,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",20,14,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;SQLite,Docker;Windows,Sublime Text;Visual Studio,Windows,105168,43,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,35,Man,Man
24897,Latvia,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"Developer, back-end;Developer, embedded applications or devices",27,18,Assembly;Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python,MongoDB,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Slack;Windows,Emacs,Linux-based,37812,40,"More than half, but not all, the time",Slightly satisfied,Slightly dissatisfied,38,Man,Man
24898,Israel,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,Mathematics or statistics,"Developer, back-end",20,15,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;R;Scala,MySQL,Docker;Linux;MacOS;Slack,IntelliJ;PyCharm;RStudio;Sublime Text;Vim,MacOS,131952,40,Less than once per month / Never,Very satisfied,Very satisfied,33,Man,Man
24903,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",5,2,C++;HTML/CSS;JavaScript;Objective-C;Python;Swift;TypeScript,MongoDB;Microsoft SQL Server;MySQL,AWS;Heroku;MacOS;Slack,Sublime Text,MacOS,77500,40,Less than once per month / Never,Slightly dissatisfied,Slightly satisfied,24,"Non-binary, genderqueer, or gender non-conforming",Other
24908,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Developer, desktop or enterprise applications;Developer, full-stack;Developer, game or graphics;Developer, mobile",12,7,Dart;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;Ruby;Scala;SQL;Swift,Firebase;MySQL;SQLite,Android;Docker;Google Cloud Platform;iOS;Linux;MacOS;Windows,Android Studio;Atom;NetBeans;Notepad++;RStudio;Sublime Text;Visual Studio;Xcode,MacOS,10080,50,A few days each month,Slightly satisfied,Slightly satisfied,30,Man,Man
24909,Israel,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, front-end;Developer, full-stack;Developer, mobile;Engineering manager",9,8,HTML/CSS;JavaScript;Ruby;TypeScript,PostgreSQL,Android;Heroku;iOS,Visual Studio Code,MacOS,115464,36,All or almost all the time (I'm full-time remote),Very satisfied,Slightly satisfied,33,Man,Man
24917,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",3,2,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,DynamoDB;MariaDB;PostgreSQL;SQLite,AWS;Docker;Linux;Raspberry Pi,IntelliJ;Notepad++;Vim;Visual Studio Code,Windows,75000,40,A few days each month,Very satisfied,Slightly satisfied,24,Man,Man
24924,Spain,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;DevOps specialist",12,5,C;Go;JavaScript;PHP;Python;Scala;TypeScript,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux,IntelliJ;PHPStorm;PyCharm;Vim;Visual Studio Code,Linux-based,32081,9,Less than once per month / Never,Very satisfied,Slightly satisfied,32,Man,Man
24925,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications",5,1,C;Python;Scala,Microsoft SQL Server;Redis,Kubernetes;MacOS;Windows,Emacs;IntelliJ;IPython / Jupyter,Windows,122000,40,Less than once per month / Never,Very satisfied,Slightly satisfied,23,Man,Man
24926,Hong Kong (S.A.R.),Employed full-time,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",10,1,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL;Other(s):,Docker;Linux,IntelliJ;Sublime Text;Vim;Visual Studio Code,Linux-based,33648,54,Less than once per month / Never,Slightly satisfied,Slightly satisfied,24,Man,Man
24927,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",9,5,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL,AWS;Docker;Linux;Raspberry Pi;Slack;Windows,Vim;Visual Studio;Visual Studio Code,Linux-based,60000,40,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,26,Man,Man
24931,Switzerland,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",28,21,Bash/Shell/PowerShell;Java;Ruby;SQL,MySQL;Redis,AWS;Linux,Eclipse;Notepad++;Sublime Text;Vim,Linux-based,1000000,45,It's complicated,Slightly satisfied,Slightly dissatisfied,45,Man,Man
24932,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist",6,3,HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,MongoDB;Microsoft SQL Server,Android;iOS,Android Studio;IntelliJ;PyCharm;Xcode,MacOS,41591,39,Less than once per month / Never,Very satisfied,Slightly satisfied,27,Man,Man
